Idiom,Sense,Idiomatic_Sent,Literal_Sent,Idiomatic_Label,Literal_Label
a cut above,someone or something much better than someone else or something else,her drawing was definitely a cut above the rest and it proves her expertise in brush strokes .,her drawing was definitely better than the rest and it proves her expertise in brush strokes .,O O O O B I I O O O O O O O O O O O,O O O O B I O O O O O O O O O O O
a cut above,someone or something much better than someone else or something else,do you know a restaurant which is a cut above the rest ?,do you know a restaurant which is of a higher class than the rest ?,O O O O O O O O B I O O O,O O O O O O O B O I I I O O O
a cut above,someone or something much better than someone else or something else,the pastries at this shop are a cut above the rest and you must try them .,the pastries at this shop are of a higher class than the rest and you must try them .,O O O O O O O B I O O O O O O O O,O O O O O O B O I I I O O O O O O O O
a cut above,someone or something much better than someone else or something else,she thinks her intelligence is a cut above the rest .,she thinks her intelligence is greater than the rest .,O O O O O B I I O O O,O O O O O B I O O O
knock on wood (touch wood),said when you want good luck or a good situation to continue,"the team i support has been winning every game so far , knock on wood .","the team i support has been winning every game so far , let ' s avoid bad luck .",O O O O O O O O O O O O B I I O,O O O O O O O O O O O O B I I I I I O
knock on wood (touch wood),said when you want good luck or a good situation to continue,"we have had a great week so far and , touch wood , we will end it on a high note , touch wood .","e have had a great week so far and , touch wood , we will end it on a high note if luck is on our side .",O O O O O O O O O O O O O O O O O O O O O O O O O,B O O O O O O O O O O O O O O O O O O O O I I I O I I O
knock on wood (touch wood),said when you want good luck or a good situation to continue,"we expect to close the deal by the end of this week , knock on wood .","we expect to close the deal by the end of this week , we hope .",O O O O O O O O O O O O O B I I O,O O O O O O O O O O O O O O B O
knock on wood (touch wood),said when you want good luck or a good situation to continue,"we have had a smooth journey so far , touch wood .","we have had a smooth journey so far , let ' s hope that our luck continues .",O O O O O O O O O B I O,O O O O O O O O O B I I I I I I I O
knock on wood (touch wood),said when you want good luck or a good situation to continue,"your health seems to be improving , knock on wood .","your health seems to be improving , let ' s hope it stays that way .",O O O O O O O B I I O,O O O O O O O B I I I I I I I O
over the moon,extremely pleased or happy,judy was over the moon when tim proposed to her .,judy was elated when tim proposed to her .,O O B I I O O O O O O,O O B O O O O O O
over the moon,extremely pleased or happy,my daughter was over the moon when she got her new bicycle .,my daughter was delighted when she got her new bicycle .,O O O B I I O O O O O O O,O O O B O O O O O O O
over the moon,extremely pleased or happy,we were over the moon when we finally moved into our new house .,we were excited when we finally moved into our new house .,O O B I I O O O O O O O O O,O O B O O O O O O O O O
over the moon,extremely pleased or happy,she was over the moon when she was declared the winner of the singing competition . ',she was extremely pleased when she was declared the winner of the singing competition . ',O O B O I O O O O O O O O O O O O,O O B I O O O O O O O O O O O O
to the core,used to give a negative effect when used with words like rotten and evil,"stella ' s plan was rotten to the core , it would not work in today ' s world .","stella ' s plan was completely rotten , it would not work in today ' s world .",O O O O O O B I I O O O O O O O O O O O,O O O O O B O O O O O O O O O O O O
to the core,"completely, from within",he is a performer to the core and can give you a monologue within minutes .,he is a performer from within and can give you a monologue within minutes .,O O O O B I I O O O O O O O O O,O O O O B O O O O O O O O O O
to the core,"completely, from within",the news of his father ' s sudden passing away shocked him to the core .,the news of his father ' s sudden passing away utterly shocked him .,O O O O O O O O O O O O B O I O,O O O O O O O O O O B O O O
to the core,"completely, from within",she thinks everyone that is not a part of her group is irresponsible to the core .,she thinks everyone that is not a part of her group is full of irresponsibility .,O O O O O O O O O O O O B I I I O,O O O O O O O O O O O O B O I O
to the core,"completely, from within",the man was hurt to the core by these words and refused to speak to anyone but his wife at the time . ',the man was hurt completely by these words and refused to speak to anyone but his wife at the time . ',O O O O O O B O O O O O O O O O O O O O O O O O,O O O O B O O O O O O O O O O O O O O O O O
fool's paradise,"It is the state of happiness that is not considered real since it would be short lived, only until the truth is revealed","it turns out my assignment is due on monday not tuesday , i have been living in a fool ' a paradise .","it turns out my assignment is due on monday not tuesday , i have been living with false hope .",O O O O O O O O O O O O O O O O B I I I I I O,O O O O O O O O O O O O O O O O B I I O
fool's paradise,"It is the state of happiness that is not considered real since it would be short lived, only until the truth is revealed",he kept promising her he would marry her and let her stay in that fool ' s paradise for way too long .,he kept promising her he would marry her and let her stay in that false sense of hope for way too long .,O O O O O O O O O O O O O O B I I I O O O O O,O O O O O O O O O O O O O O B I I I O O O O O
